,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_SLUG,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
0,76001,"Abdelnaby, Alaa",Alaa Abdelnaby,0,1990,1994,HISTADD_alaa_abdelnaby,alaa_abdelnaby,0,,,,,,Y,00
1,76002,"Abdul-Aziz, Zaid",Zaid Abdul-Aziz,0,1968,1977,HISTADD_zaid_abdul-aziz,zaid_abdul-aziz,0,,,,,,Y,00
2,76003,"Abdul-Jabbar, Kareem",Kareem Abdul-Jabbar,0,1969,1988,HISTADD_kareem_abdul-jabbar,kareem_abdul-jabbar,0,,,,,,Y,00
3,51,"Abdul-Rauf, Mahmoud",Mahmoud Abdul-Rauf,0,1990,2000,mahmoud_abdul-rauf,mahmoud_abdul-rauf,0,,,,,,Y,00
4,1505,"Abdul-Wahad, Tariq",Tariq Abdul-Wahad,0,1997,2003,tariq_abdul-wahad,tariq_abdul-wahad,0,,,,,,Y,00
5,949,"Abdur-Rahim, Shareef",Shareef Abdur-Rahim,0,1996,2007,shareef_abdur-rahim,shareef_abdur-rahim,0,,,,,,Y,00
6,76005,"Abernethy, Tom",Tom Abernethy,0,1976,1980,HISTADD_tom_abernethy,tom_abernethy,0,,,,,,Y,00
7,76006,"Able, Forest",Forest Able,0,1956,1956,HISTADD_frosty_able,forest_able,0,,,,,,Y,00
8,76007,"Abramovic, John",John Abramovic,0,1946,1947,HISTADD_brooms_abramovic,john_abramovic,0,,,,,,Y,00
9,203518,"Abrines, Alex",Alex Abrines,0,2016,2018,alex_abrines,alex_abrines,0,,,,,,Y,00
10,1630173,"Achiuwa, Precious",Precious Achiuwa,1,2020,2023,precious_achiuwa,precious_achiuwa,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,00
11,101165,"Acker, Alex",Alex Acker,0,2005,2008,alex_acker,alex_acker,0,,,,,,Y,01
12,76008,"Ackerman, Donald",Donald Ackerman,0,1953,1953,HISTADD_buddy_ackerman,donald_ackerman,0,,,,,,Y,00
13,76009,"Acres, Mark",Mark Acres,0,1987,1992,HISTADD_mark_acres,mark_acres,0,,,,,,Y,00
14,76010,"Acton, Charles",Charles Acton,0,1967,1967,HISTADD_bud_acton,charles_acton,0,,,,,,Y,00
15,203112,"Acy, Quincy",Quincy Acy,0,2012,2018,quincy_acy,quincy_acy,0,,,,,,Y,01
16,76011,"Adams, Alvan",Alvan Adams,0,1975,1987,HISTADD_alvan_adams,alvan_adams,0,,,,,,Y,00
17,76012,"Adams, Don",Don Adams,0,1970,1976,HISTADD_don_adams,don_adams,0,,,,,,Y,00
18,200801,"Adams, Hassan",Hassan Adams,0,2006,2008,hassan_adams,hassan_adams,0,,,,,,Y,00
19,1629121,"Adams, Jaylen",Jaylen Adams,0,2018,2020,jaylen_adams,jaylen_adams,0,,,,,,Y,01
20,203919,"Adams, Jordan",Jordan Adams,0,2014,2015,jordan_adams,jordan_adams,0,,,,,,Y,01
21,149,"Adams, Michael",Michael Adams,0,1985,1995,michael_adams,michael_adams,0,,,,,,Y,00
22,203500,"Adams, Steven",Steven Adams,1,2013,2023,steven_adams,steven_adams,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
23,912,"Addison, Rafael",Rafael Addison,0,1986,1996,rafael_addison,rafael_addison,0,,,,,,Y,00
24,1628389,"Adebayo, Bam",Bam Adebayo,1,2017,2023,bam_adebayo,bam_adebayo,1610612748,Miami,Heat,MIA,heat,heat,Y,00
25,1629061,"Adel, Deng",Deng Adel,0,2018,2018,deng_adel,deng_adel,0,,,,,,Y,01
26,76015,"Adelman, Rick",Rick Adelman,0,1968,1974,HISTADD_rick_adelman,rick_adelman,0,,,,,,Y,00
27,202399,"Adrien, Jeff",Jeff Adrien,0,2010,2014,jeff_adrien,jeff_adrien,0,,,,,,Y,01
28,201167,"Afflalo, Arron",Arron Afflalo,0,2007,2017,arron_afflalo,arron_afflalo,0,,,,,,Y,00
29,1630534,"Agbaji, Ochai",Ochai Agbaji,1,2022,2023,ochai_agbaji,ochai_agbaji,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,00
30,200772,"Ager, Maurice",Maurice Ager,0,2006,2010,maurice_ager,maurice_ager,0,,,,,,Y,01
31,76016,"Aguirre, Mark",Mark Aguirre,0,1981,1993,HISTADD_mark_aguirre,mark_aguirre,0,,,,,,Y,00
32,201336,"Ahearn, Blake",Blake Ahearn,0,2007,2011,blake_ahearn,blake_ahearn,0,,,,,,Y,01
33,76017,"Ainge, Danny",Danny Ainge,0,1981,1994,HISTADD_danny_ainge,danny_ainge,0,,,,,,Y,00
34,201582,"Ajinca, Alexis",Alexis Ajinca,0,2008,2017,alexis_ajinca,alexis_ajinca,0,,,,,,Y,01
35,76018,"Akin, Henry",Henry Akin,0,1966,1967,HISTADD_henry_akin,henry_akin,0,,,,,,Y,00
36,203006,"Akognon, Josh",Josh Akognon,0,2012,2012,josh_akognon,josh_akognon,0,,,,,,Y,01
37,1629152,"Akoon-Purcell, DeVaughn",DeVaughn Akoon-Purcell,0,2018,2018,devaughn_akoon-purcell,devaughn_akoon-purcell,0,,,,,,Y,01
38,202374,"Alabi, Solomon",Solomon Alabi,0,2010,2011,solomon_alabi,solomon_alabi,0,,,,,,Y,01
39,76019,"Alarie, Mark",Mark Alarie,0,1986,1990,HISTADD_mark_alarie,mark_alarie,0,,,,,,Y,00
40,76020,"Alcorn, Gary",Gary Alcorn,0,1959,1960,HISTADD_gary_alcorn,gary_alcorn,0,,,,,,Y,00
41,1630583,"Aldama, Santi",Santi Aldama,1,2021,2023,santi_aldama,santi_aldama,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01
42,203128,"Aldemir, Furkan",Furkan Aldemir,0,2014,2014,furkan_aldemir,furkan_aldemir,0,,,,,,Y,00
43,202332,"Aldrich, Cole",Cole Aldrich,0,2010,2017,cole_aldrich,cole_aldrich,0,,,,,,Y,01
44,200746,"Aldridge, LaMarcus",LaMarcus Aldridge,0,2006,2021,lamarcus_aldridge,lamarcus_aldridge,0,,,,,,Y,00
45,76021,"Aleksinas, Chuck",Chuck Aleksinas,0,1984,1984,HISTADD_chuck_aleksinas,chuck_aleksinas,0,,,,,,Y,00
46,1626146,"Alexander, Cliff",Cliff Alexander,0,2015,2015,cliff_alexander,cliff_alexander,0,,,,,,Y,01
47,724,"Alexander, Cory",Cory Alexander,0,1995,2004,cory_alexander,cory_alexander,0,,,,,,Y,00
48,2042,"Alexander, Courtney",Courtney Alexander,0,2000,2003,courtney_alexander,courtney_alexander,0,,,,,,Y,00
49,76022,"Alexander, Gary",Gary Alexander,0,1993,1993,HISTADD_gary_alexander,gary_alexander,0,,,,,,Y,00
50,201570,"Alexander, Joe",Joe Alexander,0,2008,2009,joe_alexander,joe_alexander,0,,,,,,Y,01
51,1629734,"Alexander, Kyle",Kyle Alexander,0,2019,2019,kyle_alexander,kyle_alexander,0,,,,,,Y,01
52,1630234,"Alexander, Ty-Shon",Ty-Shon Alexander,0,2020,2020,ty-shon_alexander,ty-shon_alexander,0,,,,,,Y,11
53,2349,"Alexander, Victor",Victor Alexander,0,1991,2001,victor_alexander,victor_alexander,0,,,,,,Y,00
54,1629638,"Alexander-Walker, Nickeil",Nickeil Alexander-Walker,1,2019,2023,nickeil_alexander-walker,nickeil_alexander-walker,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
55,76024,"Alford, Steve",Steve Alford,0,1987,1990,HISTADD_steve_alford,steve_alford,0,,,,,,Y,00
56,1628959,"Alkins, Rawle",Rawle Alkins,0,2018,2018,rawle_alkins,rawle_alkins,0,,,,,,Y,11
57,1641874,"Allegri, Angelo",Angelo Allegri,0,2023,2023,angelo_allegri,angelo_allegri,0,,,,,,N,00
58,76028,"Allen, Bob",Bob Allen,0,1968,1968,HISTADD_bob_allen,bob_allen,0,,,,,,Y,00
59,1628960,"Allen, Grayson",Grayson Allen,1,2018,2023,grayson_allen,grayson_allen,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01
60,1628386,"Allen, Jarrett",Jarrett Allen,1,2017,2023,jarrett_allen,jarrett_allen,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00
61,706,"Allen, Jerome",Jerome Allen,0,1995,1996,jerome_allen,jerome_allen,0,,,,,,Y,00
62,1628443,"Allen, Kadeem",Kadeem Allen,0,2017,2019,kadeem_allen,kadeem_allen,0,,,,,,Y,01
63,202730,"Allen, Lavoy",Lavoy Allen,0,2011,2016,lavoy_allen,lavoy_allen,0,,,,,,Y,01
64,76027,"Allen, Lucius",Lucius Allen,0,1969,1978,HISTADD_lucius_allen,lucius_allen,0,,,,,,Y,00
65,2124,"Allen, Malik",Malik Allen,0,2001,2010,malik_allen,malik_allen,0,,,,,,Y,00
66,76025,"Allen, Randy",Randy Allen,0,1988,1989,HISTADD_randy_allen,randy_allen,0,,,,,,Y,00
67,951,"Allen, Ray",Ray Allen,0,1996,2013,ray_allen,ray_allen,0,,,,,,Y,00
68,2754,"Allen, Tony",Tony Allen,0,2004,2017,tony_allen,tony_allen,0,,,,,,Y,00
69,76029,"Allison, Odis",Odis Allison,0,1971,1971,HISTADD_odis_allison,odis_allison,0,,,,,,Y,00
70,200984,"Allred, Lance",Lance Allred,0,2007,2007,lance_allred,lance_allred,0,,,,,,Y,01
71,76030,"Allums, Darrell",Darrell Allums,0,1980,1980,HISTADD_darrell_allums,darrell_allums,0,,,,,,Y,00
72,201165,"Almond, Morris",Morris Almond,0,2007,2011,morris_almond,morris_almond,0,,,,,,Y,01
73,308,"Alston, Derrick",Derrick Alston,0,1994,1996,derrick_alston,derrick_alston,0,,,,,,Y,00
74,1747,"Alston, Rafer",Rafer Alston,0,1999,2009,rafer_alston,rafer_alston,0,,,,,,Y,01
75,1824,"Aluma, Peter",Peter Aluma,0,1998,1998,peter_aluma,peter_aluma,0,,,,,,Y,00
76,1630631,"Alvarado, Jose",Jose Alvarado,1,2021,2023,jose_alvarado,jose_alvarado,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
77,680,"Amaechi, John",John Amaechi,0,1995,2002,john_amaechi,john_amaechi,0,,,,,,Y,00
78,732,"Amaya, Ashraf",Ashraf Amaya,0,1995,1996,ashraf_amaya,ashraf_amaya,0,,,,,,Y,00
79,202329,"Aminu, Al-Farouq",Al-Farouq Aminu,0,2010,2020,al-farouq_aminu,al-farouq_aminu,0,,,,,,Y,00
80,200811,"Amundson, Lou",Lou Amundson,0,2006,2015,lou_amundson,lou_amundson,0,,,,,,Y,01
81,76034,"Anderegg, Bob",Bob Anderegg,0,1959,1959,HISTADD_bob_anderegg,bob_anderegg,0,,,,,,Y,00
82,2365,"Andersen, Chris",Chris Andersen,0,2001,2016,chris_andersen,chris_andersen,0,,,,,,Y,00
83,2431,"Andersen, David",David Andersen,0,2009,2010,david_andersen,david_andersen,0,,,,,,Y,00
84,101187,"Anderson, Alan",Alan Anderson,0,2005,2016,alan_anderson,alan_anderson,0,,,,,,Y,01
85,202079,"Anderson, Antonio",Antonio Anderson,0,2009,2009,antonio_anderson,antonio_anderson,0,,,,,,Y,01
86,76035,"Anderson, Cliff",Cliff Anderson,0,1967,1970,HISTADD_cliff_anderson,cliff_anderson,0,,,,,,Y,00
87,76036,"Anderson, Daniel",Daniel Anderson,0,1974,1975,HISTADD_daniel_anderson,daniel_anderson,0,,,,,,Y,00
88,1507,"Anderson, Derek",Derek Anderson,0,1997,2007,derek_anderson,derek_anderson,0,,,,,,Y,00
89,76037,"Anderson, Dwight",Dwight Anderson,0,1982,1982,HISTADD_dwight_anderson,dwight_anderson,0,,,,,,Y,00
90,944,"Anderson, Eric",Eric Anderson,0,1992,1993,eric_anderson,eric_anderson,0,,,,,,Y,00
91,246,"Anderson, Greg",Greg Anderson,0,1987,1997,greg_anderson,greg_anderson,0,,,,,,Y,00
92,202341,"Anderson, James",James Anderson,0,2010,2015,james_anderson,james_anderson,0,,,,,,Y,01
93,76040,"Anderson, Jerome",Jerome Anderson,0,1975,1976,HISTADD_jerome_anderson,jerome_anderson,0,,,,,,Y,00
94,1626147,"Anderson, Justin",Justin Anderson,0,2015,2021,justin_anderson,justin_anderson,0,,,,,,Y,11
95,72,"Anderson, Kenny",Kenny Anderson,0,1991,2004,kenny_anderson,kenny_anderson,0,,,,,,Y,00
96,76041,"Anderson, Kim",Kim Anderson,0,1978,1978,HISTADD_kim_anderson,kim_anderson,0,,,,,,Y,00
97,203937,"Anderson, Kyle",Kyle Anderson,1,2014,2023,kyle_anderson,kyle_anderson,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
98,76042,"Anderson, Michael",Michael Anderson,0,1988,1988,HISTADD_michael_anderson,michael_anderson,0,,,,,,Y,00
99,76043,"Anderson, Mitchell",Mitchell Anderson,0,1982,1984,HISTADD_jj_anderson,mitchell_anderson,0,,,,,,Y,00
100,98,"Anderson, Nick",Nick Anderson,0,1989,2002,nick_anderson,nick_anderson,0,,,,,,Y,00
101,76045,"Anderson, Richard",Richard Anderson,0,1982,1989,HISTADD_richard_anderson,richard_anderson,0,,,,,,Y,00
102,76046,"Anderson, Ron",Ron Anderson,0,1984,1993,HISTADD_ron_anderson,ron_anderson,0,,,,,,Y,00
103,201583,"Anderson, Ryan",Ryan Anderson,0,2008,2019,ryan_anderson,ryan_anderson,0,,,,,,Y,00
104,1000,"Anderson, Shandon",Shandon Anderson,0,1996,2005,shandon_anderson,shandon_anderson,0,,,,,,Y,00
105,335,"Anderson, Willie",Willie Anderson,0,1988,1996,willie_anderson,willie_anderson,0,,,,,,Y,00
106,76048,"Anderzunas, Wally",Wally Anderzunas,0,1969,1969,HISTADD_wally_anderzunas,wally_anderzunas,0,,,,,,Y,00
107,101149,"Andriuskevicius, Martynas",Martynas Andriuskevicius,0,2005,2006,martynas_andriuskevicius,martynas_andriuskevicius,0,,,,,,Y,01
108,76049,"Anielak, Don",Don Anielak,0,1954,1954,HISTADD_don_anielak,don_anielak,0,,,,,,Y,00
109,1628387,"Anigbogu, Ike",Ike Anigbogu,0,2017,2018,ike_anigbogu,ike_anigbogu,0,,,,,,Y,01
110,76050,"Ansley, Michael",Michael Ansley,0,1989,1991,HISTADD_michael_ansley,michael_ansley,0,,,,,,Y,00
111,1512,"Anstey, Chris",Chris Anstey,0,1997,1999,chris_anstey,chris_anstey,0,,,,,,Y,00
112,203507,"Antetokounmpo, Giannis",Giannis Antetokounmpo,1,2013,2023,giannis_antetokounmpo,giannis_antetokounmpo,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00
113,1628961,"Antetokounmpo, Kostas",Kostas Antetokounmpo,0,2018,2020,kostas_antetokounmpo,kostas_antetokounmpo,0,,,,,,Y,01
114,203648,"Antetokounmpo, Thanasis",Thanasis Antetokounmpo,1,2015,2023,thanasis_antetokounmpo,thanasis_antetokounmpo,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01
115,2546,"Anthony, Carmelo",Carmelo Anthony,0,2003,2021,carmelo_anthony,carmelo_anthony,0,,,,,,Y,00
116,1630175,"Anthony, Cole",Cole Anthony,1,2020,2023,cole_anthony,cole_anthony,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
117,21,"Anthony, Greg",Greg Anthony,0,1991,2001,greg_anthony,greg_anthony,0,,,,,,Y,00
118,201202,"Anthony, Joel",Joel Anthony,0,2007,2016,joel_anthony,joel_anthony,0,,,,,,Y,01
119,203544,"Antic, Pero",Pero Antic,0,2013,2014,pero_antic,pero_antic,0,,,,,,Y,00
120,1628384,"Anunoby, O.G.",O.G. Anunoby,1,2017,2023,og_anunoby,og_anunoby,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,00
121,203951,"Appling, Keith",Keith Appling,0,2015,2015,keith_appling,keith_appling,0,,,,,,Y,01
122,2737,"Araujo, Rafael",Rafael Araujo,0,2004,2006,rafael_araujo,rafael_araujo,0,,,,,,Y,00
123,76053,"Arceneaux, Stacey",Stacey Arceneaux,0,1961,1961,HISTADD_stacey_arceneaux,stacey_arceneaux,0,,,,,,Y,00
124,76054,"Archibald, Nate",Nate Archibald,0,1970,1983,HISTADD_nate_archibald,nate_archibald,0,,,,,,Y,00
125,2425,"Archibald, Robert",Robert Archibald,0,2002,2003,robert_archibald,robert_archibald,0,,,,,,Y,00
126,1627853,"Arcidiacono, Ryan",Ryan Arcidiacono,0,2017,2022,ryan_arcidiacono,ryan_arcidiacono,0,,,,,,Y,01
127,76055,"Ard, Jim",Jim Ard,0,1974,1977,HISTADD_jim_ard,jim_ard,0,,,,,,Y,00
128,2240,"Arenas, Gilbert",Gilbert Arenas,0,2001,2011,gilbert_arenas,gilbert_arenas,0,,,,,,Y,00
129,2772,"Ariza, Trevor",Trevor Ariza,0,2004,2021,trevor_ariza,trevor_ariza,0,,,,,,Y,00
130,76056,"Arizin, Paul",Paul Arizin,0,1950,1961,HISTADD_paul_arizin,paul_arizin,0,,,,,,Y,00
131,76057,"Arlauckas, Joe",Joe Arlauckas,0,1987,1987,HISTADD_joe_arlauckas,joe_arlauckas,0,,,,,,Y,00
132,769,"Armstrong, B.J.",B.J. Armstrong,0,1989,1999,b.j._armstrong,bj_armstrong,0,,,,,,Y,00
133,76061,"Armstrong, Bob",Bob Armstrong,0,1956,1956,HISTADD_bob_armstrong,bob_armstrong,0,,,,,,Y,00
134,2220,"Armstrong, Brandon",Brandon Armstrong,0,2001,2003,brandon_armstrong,brandon_armstrong,0,,,,,,Y,01
135,353,"Armstrong, Darrell",Darrell Armstrong,0,1994,2007,darrell_armstrong,darrell_armstrong,0,,,,,,Y,00
136,200756,"Armstrong, Hilton",Hilton Armstrong,0,2006,2013,hilton_armstrong,hilton_armstrong,0,,,,,,Y,01
137,76060,"Armstrong, Paul",Paul Armstrong,0,1948,1950,HISTADD_curly_armstrong,paul_armstrong,0,,,,,,Y,00
138,76059,"Armstrong, Tate",Tate Armstrong,0,1977,1978,HISTADD_tate_armstrong,tate_armstrong,0,,,,,,Y,00
139,76062,"Arnelle, Jesse",Jesse Arnelle,0,1955,1955,HISTADD_jesse_arnelle,jesse_arnelle,0,,,,,,Y,00
140,76063,"Arnette, Jay",Jay Arnette,0,1963,1965,HISTADD_jay_arnette,jay_arnette,0,,,,,,Y,00
141,76064,"Arnzen, Bob",Bob Arnzen,0,1970,1970,HISTADD_bob_arnzen,bob_arnzen,0,,,,,,Y,00
142,2306,"Arroyo, Carlos",Carlos Arroyo,0,2001,2010,carlos_arroyo,carlos_arroyo,0,,,,,,Y,00
143,201589,"Arthur, Darrell",Darrell Arthur,0,2008,2017,darrell_arthur,darrell_arthur,0,,,,,,Y,00
144,76065,"Arthurs, John",John Arthurs,0,1969,1969,HISTADD_john_arthurs,john_arthurs,0,,,,,,Y,00
145,1628503,"Artis, Jamel",Jamel Artis,0,2017,2017,jamel_artis,jamel_artis,0,,,,,,Y,01
146,201600,"Asik, Omer",Omer Asik,0,2010,2017,omer_asik,omer_asik,0,,,,,,Y,00
147,355,"Askew, Vincent",Vincent Askew,0,1987,1997,vincent_askew,vincent_askew,0,,,,,,Y,00
148,173,"Askins, Keith",Keith Askins,0,1990,1998,keith_askins,keith_askins,0,,,,,,Y,00
149,76068,"Asmonga, Don",Don Asmonga,0,1953,1953,HISTADD_don_asmonga,don_asmonga,0,,,,,,Y,00
150,76069,"Atha, Richard",Richard Atha,0,1955,1957,HISTADD_dick_atha,richard_atha,0,,,,,,Y,00
151,1088,"Atkins, Chucky",Chucky Atkins,0,1999,2009,chucky_atkins,chucky_atkins,0,,,,,,Y,00
152,76070,"Attles, Alvin",Alvin Attles,0,1960,1970,HISTADD_alvin_attles,alvin_attles,0,,,,,,Y,00
153,76071,"Aubuchon, Chet",Chet Aubuchon,0,1946,1946,HISTADD_chet_aubuchon,chet_aubuchon,0,,,,,,Y,00
154,278,"Augmon, Stacey",Stacey Augmon,0,1991,2005,stacey_augmon,stacey_augmon,0,,,,,,Y,00
155,201571,"Augustin, D.J.",D.J. Augustin,1,2008,2022,d.j._augustin,dj_augustin,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00
156,200788,"Augustine, James",James Augustine,0,2006,2007,james_augustine,james_augustine,0,,,,,,Y,01
157,1134,"Austin, Ike",Ike Austin,0,1991,2001,ike_austin,ike_austin,0,,,,,,Y,00
158,76073,"Austin, John",John Austin,0,1966,1966,HISTADD_johnny_austin,john_austin,0,,,,,,Y,00
159,76074,"Austin, Ken",Ken Austin,0,1983,1983,HISTADD_ken_austin,ken_austin,0,,,,,,Y,00
160,1630166,"Avdija, Deni",Deni Avdija,1,2020,2023,deni_avdija,deni_avdija,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
161,138,"Avent, Anthony",Anthony Avent,0,1992,1999,anthony_avent,anthony_avent,0,,,,,,Y,00
162,76076,"Averitt, William",William Averitt,0,1976,1977,HISTADD_bird_averitt,william_averitt,0,,,,,,Y,00
163,1895,"Avery, William",William Avery,0,1999,2002,william_avery,william_avery,0,,,,,,Y,00
164,76078,"Awtrey, Dennis",Dennis Awtrey,0,1970,1981,HISTADD_dennis_awtrey,dennis_awtrey,0,,,,,,Y,00
165,1630555,"Ayayi, Joel",Joel Ayayi,0,2021,2021,joel_ayayi,joel_ayayi,0,,,,,,Y,11
166,202970,"Ayon, Gustavo",Gustavo Ayon,0,2011,2013,gustavo_ayon,gustavo_ayon,0,,,,,,Y,00
167,201965,"Ayres, Jeff",Jeff Ayres,0,2009,2015,jeff_ayres,jeff_ayres,0,,,,,,Y,01
168,1629028,"Ayton, Deandre",Deandre Ayton,1,2018,2023,deandre_ayton,deandre_ayton,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
169,101235,"Azubuike, Kelenna",Kelenna Azubuike,0,2006,2011,kelenna_azubuike,kelenna_azubuike,0,,,,,,Y,00
170,1628962,"Azubuike, Udoka",Udoka Azubuike,1,2020,2023,udoka_azubuike,udoka_azubuike,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01
171,203569,"Babb, Chris",Chris Babb,0,2013,2014,chris_babb,chris_babb,0,,,,,,Y,01
172,202337,"Babbitt, Luke",Luke Babbitt,0,2010,2017,luke_babbitt,luke_babbitt,0,,,,,,Y,01
173,76079,"Babic, Milos",Milos Babic,0,1990,1991,HISTADD_milos_babic,milos_babic,0,,,,,,Y,00
174,76080,"Bach, Johnny",Johnny Bach,0,1948,1948,HISTADD_johnny_bach,johnny_bach,0,,,,,,Y,00
175,1628407,"Bacon, Dwayne",Dwayne Bacon,0,2017,2020,dwayne_bacon,dwayne_bacon,0,,,,,,Y,01
176,1630641,"Badji, Ibou",Ibou Badji,1,2022,2023,ibou_badji,ibou_badji,1610612757,Portland,Trail Blazers,POR,blazers,blazers,N,00
177,76081,"Baechtold, Jim",Jim Baechtold,0,1952,1956,HISTADD_jim_baechtold,jim_baechtold,0,,,,,,Y,00
178,2053,"Bagaric, Dalibor",Dalibor Bagaric,0,2000,2002,dalibor_bagaric,dalibor_bagaric,0,,,,,,Y,00
179,76082,"Bagley, John",John Bagley,0,1982,1993,HISTADD_john_bagley,john_bagley,0,,,,,,Y,00
180,1628963,"Bagley III, Marvin",Marvin Bagley III,1,2018,2023,marvin_bagley_iii,marvin_bagley_iii,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
181,1641735,"Bailey, Amari",Amari Bailey,0,2023,2023,amari_bailey,amari_bailey,0,,,,,,N,00
182,76084,"Bailey, Carl",Carl Bailey,0,1981,1981,HISTADD_carl_bailey,carl_bailey,0,,,,,,Y,00
183,76083,"Bailey, Gus",Gus Bailey,0,1974,1979,HISTADD_gus_bailey,gus_bailey,0,,,,,,Y,00
184,76085,"Bailey, James",James Bailey,0,1979,1987,HISTADD_james_bailey,james_bailey,0,,,,,,Y,00
185,1847,"Bailey, Thurl",Thurl Bailey,0,1983,1998,thurl_bailey,thurl_bailey,0,,,,,,Y,00
186,1753,"Bailey, Toby",Toby Bailey,0,1998,2002,toby_bailey,toby_bailey,0,,,,,,Y,00
187,203946,"Bairstow, Cameron",Cameron Bairstow,0,2014,2015,cameron_bairstow,cameron_bairstow,0,,,,,,Y,01
188,1858,"Baker, Mark",Mark Baker,0,1998,1998,mark_baker,mark_baker,0,,,,,,Y,00
189,2486,"Baker, Maurice",Maurice Baker,0,2002,2004,maurice_baker,maurice_baker,0,,,,,,Y,01
190,76089,"Baker, Norm",Norm Baker,0,1946,1946,HISTADD_norm_baker,norm_baker,0,,,,,,Y,00
191,1627758,"Baker, Ron",Ron Baker,0,2016,2018,ron_baker,ron_baker,0,,,,,,Y,01
192,452,"Baker, Vin",Vin Baker,0,1993,2005,vin_baker,vin_baker,0,,,,,,Y,00
193,1631116,"Baldwin, Patrick",Patrick Baldwin,1,2022,2023,patrick_baldwin_jr,patrick_baldwin,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,11
194,1627735,"Baldwin IV, Wade",Wade Baldwin IV,0,2016,2018,wade_baldwin iv,wade_baldwin_iv,0,,,,,,Y,01
195,200764,"Balkman, Renaldo",Renaldo Balkman,0,2006,2011,renaldo_balkman,renaldo_balkman,0,,,,,,Y,01
196,76090,"Ball, Cedric",Cedric Ball,0,1990,1990,HISTADD_cedric_ball,cedric_ball,0,,,,,,Y,00
197,1630163,"Ball, LaMelo",LaMelo Ball,1,2020,2023,lamelo_ball,lamelo_ball,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00
198,1628366,"Ball, Lonzo",Lonzo Ball,1,2017,2023,lonzo_ball,lonzo_ball,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00
199,76091,"Ballard, Greg",Greg Ballard,0,1977,1988,HISTADD_greg_ballard,greg_ballard,0,,,,,,Y,00
200,76092,"Baltimore, Herschel",Herschel Baltimore,0,1946,1946,HISTADD_herk_baltimore,herschel_baltimore,0,,,,,,Y,00
201,1628964,"Bamba, Mo",Mo Bamba,1,2018,2023,mohamed_bamba,mo_bamba,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00
202,1631094,"Banchero, Paolo",Paolo Banchero,1,2022,2023,paolo_banchero,paolo_banchero,1610612753,Orlando,Magic,ORL,magic,magic,Y,00
203,1630217,"Bane, Desmond",Desmond Bane,1,2020,2023,desmond_bane,desmond_bane,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
204,76093,"Banks, Gene",Gene Banks,0,1981,1986,HISTADD_gene_banks,gene_banks,0,,,,,,Y,00
205,2556,"Banks, Marcus",Marcus Banks,0,2003,2010,marcus_banks,marcus_banks,0,,,,,,Y,01
206,76094,"Bannister, Ken",Ken Bannister,0,1984,1990,HISTADD_ken_bannister,ken_bannister,0,,,,,,Y,00
207,76095,"Bantom, Mike",Mike Bantom,0,1973,1981,HISTADD_mike_bantom,mike_bantom,0,,,,,,Y,00
208,1630625,"Banton, Dalano",Dalano Banton,1,2021,2023,dalano_banton,dalano_banton,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11
209,1627760,"Barber, Cat",Cat Barber,0,2021,2021,cat_barber,cat_barber,0,,,,,,Y,11
210,76096,"Barber, John",John Barber,0,1956,1956,HISTADD_john_barber,john_barber,0,,,,,,Y,00
211,2571,"Barbosa, Leandro",Leandro Barbosa,0,2003,2016,leandro_barbosa,leandro_barbosa,0,,,,,,Y,00
212,76097,"Bardo, Stephen",Stephen Bardo,0,1991,1995,HISTADD_stephen_bardo,stephen_bardo,0,,,,,,Y,00
